,dt,values
0,2020-01-01,0.9450770907045363
1,2020-01-02,1.0116999149859385
2,2020-01-03,1.1113237835089933
3,2020-01-04,0.9712706614523655
4,2020-01-05,0.8712467020795289
5,2020-01-06,0.9867489431443587
6,2020-01-07,0.8165429237458198
7,2020-01-08,0.8371530898007529
8,2020-01-09,0.8226874330460642
9,2020-01-10,0.9249534607329114
10,2020-01-11,1.0472926598953836
11,2020-01-12,0.7412841102889953
12,2020-01-13,1.2292773056767798
13,2020-01-14,1.2133209903426803
14,2020-01-15,0.8903775965220084
15,2020-01-16,1.0181234643092794
16,2020-01-17,1.2026515666385205
17,2020-01-18,1.122801428242946
18,2020-01-19,1.0266400295240847
19,2020-01-20,1.0141669108009321
20,2020-01-21,1.0147851023186891
21,2020-01-22,0.9029850751125352
22,2020-01-23,0.9498133519259855
23,2020-01-24,1.0144037548309748
24,2020-01-25,0.9815212504549118
25,2020-01-26,1.038699645690785
26,2020-01-27,0.9932153838685612
27,2020-01-28,1.0415432673993794
28,2020-01-29,1.032884298915631
29,2020-01-30,1.0002229929140611
30,2020-01-31,1.1068989475839013
31,2020-02-01,1.0391179460083952
32,2020-02-02,0.94954527516494
33,2020-02-03,1.0424694479561385
34,2020-02-04,1.0546293261252988
35,2020-02-05,0.9682046674266501
36,2020-02-06,0.923403703272897
37,2020-02-07,1.1058100233897572
38,2020-02-08,0.9898115486337585
39,2020-02-09,1.020235563382784
40,2020-02-10,1.0576618549436452
41,2020-02-11,1.0448927236681982
42,2020-02-12,0.8065445074155658
43,2020-02-13,0.7625664827955833
44,2020-02-14,0.9911154620169055
45,2020-02-15,1.0740179316015315
46,2020-02-16,1.1519278909651733
47,2020-02-17,1.0257209572351889
48,2020-02-18,1.0534335658113925
49,2020-02-19,1.2688968806616385
50,2020-02-20,0.8220544694532396
51,2020-02-21,0.8831127934557885
52,2020-02-22,0.973222622058413
53,2020-02-23,0.8511406574477676
54,2020-02-24,0.9738637085889538
55,2020-02-25,1.0586974918101437
56,2020-02-26,1.0151766475008217
57,2020-02-27,1.1367316436678447
58,2020-02-28,1.1504112344148518
59,2020-02-29,1.0257670719716043
60,2020-03-01,1.007162657976341
61,2020-03-02,1.0941254305827026
62,2020-03-03,0.892659457779464
63,2020-03-04,1.1363809393064228
64,2020-03-05,0.8576181508087115
65,2020-03-06,1.0685001008943134
66,2020-03-07,1.0151671723251652
67,2020-03-08,1.1000164239262977
68,2020-03-09,0.9549962611521823
69,2020-03-10,0.9936809111375502
70,2020-03-11,0.8854664512954253
71,2020-03-12,0.9962742293080779
72,2020-03-13,1.0490130637353523
73,2020-03-14,0.9471357209986547
74,2020-03-15,0.8662504310578155
75,2020-03-16,0.9683921494732026
76,2020-03-17,0.9765483997806942
77,2020-03-18,1.073771768940711
78,2020-03-19,1.1768120544889098
79,2020-03-20,0.7917408483610306
80,2020-03-21,1.1988431519899363
81,2020-03-22,0.9397589653298285
82,2020-03-23,0.934482222143548
83,2020-03-24,0.9474956083838887
84,2020-03-25,0.9556355131456237
85,2020-03-26,1.074545522632454
86,2020-03-27,1.0886665809916456
87,2020-03-28,1.1354352755542667
88,2020-03-29,0.8115181068556045
89,2020-03-30,0.9639260838047912
90,2020-03-31,0.9158899273895142
91,2020-04-01,1.1517288508326018
92,2020-04-02,0.8691001747218408
93,2020-04-03,1.1970915191171911
94,2020-04-04,1.0252092918780458
95,2020-04-05,0.8492462733264108
96,2020-04-06,1.0500185387766983
97,2020-04-07,1.0423291273226891
98,2020-04-08,0.8895062172057401
99,2020-04-09,1.0480378354851785
100,2020-04-10,0.9822542188106592
101,2020-04-11,1.093853018731245
102,2020-04-12,0.99992741736909
103,2020-04-13,1.0852036693637603
104,2020-04-14,1.0459446264160812
105,2020-04-15,1.0916894354912188
106,2020-04-16,0.9603403431423179
107,2020-04-17,1.0380309347406844
108,2020-04-18,1.017846244876434
109,2020-04-19,0.986383035399026
110,2020-04-20,0.9590626191779744
111,2020-04-21,0.9613392508325437
112,2020-04-22,0.9666387117364593
113,2020-04-23,1.038643919932848
114,2020-04-24,1.018028475629001
115,2020-04-25,0.763634605103733
116,2020-04-26,0.9316390401664001
117,2020-04-27,0.9787385664426291
118,2020-04-28,1.0494538503291257
119,2020-04-29,0.8271457834577314
120,2020-04-30,0.8755366464394373
121,2020-05-01,0.9205880885699723
122,2020-05-02,0.8735777688550239
123,2020-05-03,1.039333054795694
124,2020-05-04,0.8458588130757336
125,2020-05-05,1.0734579307149479
126,2020-05-06,1.0724269375180862
127,2020-05-07,1.0125294169199301
128,2020-05-08,0.9855798448859063
129,2020-05-09,1.0154856938225727
130,2020-05-10,0.8595728698264179
131,2020-05-11,0.9766139856020182
132,2020-05-12,0.8839441290772706
133,2020-05-13,0.868770118194599
134,2020-05-14,1.0381153519942943
135,2020-05-15,0.9304840323113354
136,2020-05-16,1.0115433257005941
137,2020-05-17,0.9694113007073104
138,2020-05-18,0.9152574556787083
139,2020-05-19,0.8610661496636604
140,2020-05-20,1.0822859197972399
141,2020-05-21,1.0609612954824412
142,2020-05-22,0.9209958524197065
143,2020-05-23,0.9395151047354504
144,2020-05-24,0.9677845801370707
145,2020-05-25,1.1141066080353743
146,2020-05-26,1.0477938148819284
147,2020-05-27,1.0014859874220137
148,2020-05-28,1.0597646007979677
149,2020-05-29,1.0268677910124793
150,2020-05-30,1.067555758125177
151,2020-05-31,1.1283045072588296
152,2020-06-01,1.0289550294849534
153,2020-06-02,1.102814973326053
154,2020-06-03,1.0274088625190292
155,2020-06-04,1.0819303249358705
156,2020-06-05,0.9349826121958003
